employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-95069633,Alfred,Gentry,Male,North Carolina,Charlotte,2020-05-18,Operations,Inventory Specialist,High School,64028,Good,Yes,1989-09-21,
00-93736272,Michelle,Smith,Female,North Carolina,Raleigh,2023-02-08,Operations,Operations Analyst,Master,67807,Good,No,1987-03-17,
00-73423902,Michael,Ramirez,Female,North Carolina,Greensboro,2022-05-14,Sales,Sales Representative,Bachelor,64503,Satisfactory,No,1982-11-13,
00-19040318,Steve,Jackson,Male,North Carolina,Charlotte,2023-11-15,Finance,Financial Analyst,Master,78754,Good,No,1965-08-23,
00-99516315,Shannon,Wilson,Male,North Carolina,Charlotte,2023-11-22,Operations,Inventory Specialist,Bachelor,69871,Good,Yes,1996-10-12,
00-71899927,Alexander,Harper,Female,Georgia,Savannah,2019-07-06,Finance,Financial Analyst,Master,90382,Good,No,1971-02-27,
00-25308200,Pamela,Owen,Female,North Carolina,Greensboro,2015-03-08,Operations,Inventory Specialist,High School,58336,Good,No,1982-09-10,
00-33166551,Elizabeth,Goodman,Female,North Carolina,Charlotte,2024-04-10,Finance,Financial Analyst,Bachelor,65672,Good,No,2004-07-15,
00-64377513,Daniel,Wyatt,Female,North Carolina,Charlotte,2018-12-23,HR,HR Assistant,High School,58727,Good,No,1982-01-23,
00-55659437,Alexander,Tucker,Male,North Carolina,Greensboro,2024-11-11,Sales,Sales Specialist,Master,59094,Satisfactory,Yes,1987-10-07,
00-22078948,Brian,Davis,Female,North Carolina,Greensboro,2023-07-01,Sales,Sales Specialist,PhD,69059,Needs Improvement,Yes,1986-12-05,
00-94619835,Steven,Smith,Female,Louisiana,Shreveport,2024-02-27,IT,IT Support Specialist,High School,55976,Excellent,Yes,1986-09-15,
00-27358390,Joseph,Taylor,Female,Georgia,Savannah,2021-07-31,Operations,Inventory Specialist,High School,53842,Good,Yes,2003-11-21,
00-52296851,John,Williams,Female,North Carolina,Raleigh,2017-10-17,Sales,Sales Consultant,Bachelor,77129,Good,No,1985-06-09,
00-36320877,Janice,Hickman,Male,California,Fresno,2023-03-28,IT,Software Developer,Master,81787,Good,No,1979-05-11,
00-28818984,Kenneth,Dean,Female,Ohio,Cincinnati,2024-08-21,IT,System Administrator,Bachelor,73153,Excellent,No,1985-07-20,
00-14498443,Maria,Cruz,Female,North Carolina,Raleigh,2017-01-03,Operations,Inventory Specialist,High School,56527,Good,No,1983-09-06,
00-74287740,Albert,Williams,Female,North Carolina,Greensboro,2023-11-15,IT,System Administrator,Bachelor,95695,Good,No,1976-07-06,
00-47832839,Rachel,Howard,Female,New York,Buffalo,2022-01-08,Marketing,Marketing Coordinator,Bachelor,74895,Needs Improvement,No,1978-12-06,
00-62595713,John,Perez,Female,North Carolina,Raleigh,2021-10-19,Operations,Logistics Coordinator,Bachelor,62488,Good,No,1999-03-17,
00-53567216,Nathaniel,Burns,Male,Georgia,Athens,2019-09-06,Marketing,Content Creator,High School,58879,Satisfactory,No,1983-03-09,
00-15160738,Brian,Reed,Female,Georgia,Savannah,2021-05-17,IT,Software Developer,Master,84751,Needs Improvement,Yes,1989-12-02,
00-51764093,Jennifer,Khan,Female,Texas,Dallas,2019-12-12,Customer Service,Help Desk Technician,High School,80312,Needs Improvement,No,1980-03-10,
00-62756300,Laura,Collins,Female,California,San Francisco,2022-04-20,IT,Software Developer,Bachelor,84590,Good,No,1988-03-02,
00-85922022,Sonya,Hopkins,Female,North Carolina,Greensboro,2017-01-19,Sales,Sales Consultant,Master,89505,Good,Yes,1964-10-13,
00-75354665,Jeremy,Wong,Male,North Carolina,Raleigh,2020-01-30,Operations,Logistics Coordinator,Bachelor,66100,Good,Yes,1981-02-16,
00-65639556,Christopher,Mcknight,Male,Florida,Miami,2019-11-11,Operations,Inventory Specialist,Bachelor,64317,Needs Improvement,Yes,1978-05-21,
00-14936193,Terri,Everett,Male,Ohio,Cincinnati,2019-03-22,Customer Service,Customer Service Representative,High School,62062,Needs Improvement,No,2003-06-08,
00-43181356,Amanda,Smith,Female,North Carolina,Raleigh,2017-03-11,Customer Service,Customer Service Representative,High School,61424,Needs Improvement,Yes,1979-07-25,
00-97349258,Jennifer,Hodge,Male,North Carolina,Raleigh,2018-04-16,Operations,Inventory Specialist,Bachelor,61814,Good,No,1972-07-31,
00-24984141,Michelle,Kidd,Female,New York,Rochester,2016-10-06,Finance,Financial Analyst,Bachelor,83604,Good,Yes,1981-01-05,
00-29248403,Andrew,Graham,Female,North Carolina,Raleigh,2023-10-08,Customer Service,Support Specialist,Bachelor,59491,Satisfactory,No,1976-11-08,
00-59809307,Eric,Alvarado,Male,North Carolina,Raleigh,2017-07-26,Sales,Sales Representative,Bachelor,74157,Satisfactory,No,1999-03-07,
00-59780669,John,Mathis,Female,North Carolina,Charlotte,2018-06-21,HR,Recruiter,Bachelor,54987,Good,No,1986-02-05,
00-65550597,Robert,Morris,Female,North Carolina,Raleigh,2023-06-10,Sales,Sales Consultant,Master,71977,Needs Improvement,Yes,2000-01-13,
00-79979078,Yvonne,Young,Female,North Carolina,Greensboro,2016-02-15,Operations,Operations Analyst,Bachelor,78571,Needs Improvement,No,1972-10-25,
00-93031917,Ana,Webster,Female,Ohio,Cincinnati,2022-06-19,IT,IT Support Specialist,High School,54643,Satisfactory,No,1999-02-07,
00-76102937,Jason,Graham,Male,Georgia,Savannah,2023-09-20,Operations,Inventory Specialist,Bachelor,64825,Satisfactory,No,1988-04-26,
00-46454746,Oscar,Winters,Female,North Carolina,Charlotte,2024-11-19,IT,Software Developer,Bachelor,80063,Good,No,1999-07-02,
00-48079261,Anita,Moody,Female,North Carolina,Raleigh,2024-05-26,Operations,Logistics Coordinator,Bachelor,56770,Satisfactory,Yes,1996-08-03,
00-90566835,Douglas,Miller,Male,New York,New York City,2024-07-28,Marketing,Marketing Coordinator,Bachelor,78002,Satisfactory,No,1971-09-24,
00-31122698,Scott,Barnes,Female,New York,Rochester,2020-01-29,Operations,Inventory Specialist,High School,63199,Satisfactory,Yes,1993-04-20,
00-53147695,Charles,Mitchell,Male,Florida,Miami,2022-08-07,IT,IT Support Specialist,High School,60116,Satisfactory,No,1996-02-05,
00-74272895,Andrew,Reilly,Female,North Carolina,Charlotte,2019-01-13,Operations,Operations Analyst,Bachelor,56339,Good,No,1990-11-30,
00-23080176,Scott,Parker,Male,North Carolina,Charlotte,2023-03-21,Sales,Sales Representative,Bachelor,74546,Good,No,1984-04-10,
00-50558287,Barbara,Carter,Female,North Carolina,Raleigh,2021-11-09,IT,IT Support Specialist,Bachelor,58039,Good,No,1991-01-10,
00-43965961,Julia,Griffith,Female,North Carolina,Charlotte,2018-06-26,IT,System Administrator,Master,88942,Satisfactory,Yes,2000-07-25,
00-99459107,Regina,Johnson,Female,Georgia,Atlanta,2022-12-23,IT,Software Developer,Bachelor,89505,Good,Yes,2000-10-02,
00-97101105,Brandon,Young,Male,North Carolina,Greensboro,2020-12-23,Operations,Logistics Coordinator,Bachelor,67522,Good,No,1998-12-12,
00-96591910,Phillip,Wilkerson,Male,North Carolina,Raleigh,2017-07-01,Operations,Logistics Coordinator,Bachelor,62026,Good,Yes,1972-03-26,
00-16668992,Jamie,Hardin,Male,Florida,Miami,2016-05-16,IT,System Administrator,Master,83285,Good,Yes,1992-10-28,
00-84826416,Corey,Johnson,Male,North Carolina,Greensboro,2017-07-12,Sales,Sales Specialist,PhD,59754,Good,No,1992-05-31,
00-47195204,Julie,Franklin,Male,Texas,Dallas,2017-09-25,Customer Service,Help Desk Technician,Bachelor,82676,Excellent,Yes,2004-01-30,
00-99154595,Joseph,Kaufman,Female,North Carolina,Greensboro,2018-11-27,Finance,Financial Analyst,PhD,106971,Satisfactory,No,1984-07-12,
00-30785084,Colleen,Johnson,Female,North Carolina,Charlotte,2024-09-05,Sales,Sales Representative,Bachelor,70509,Excellent,Yes,2000-08-29,
00-53729610,Jeremy,Montgomery,Male,North Carolina,Greensboro,2024-04-25,Finance,Accounts Payable Specialist,Bachelor,61579,Satisfactory,No,1993-11-01,
00-61970965,Linda,Scott,Female,Georgia,Savannah,2021-10-27,Sales,Sales Representative,Bachelor,61522,Satisfactory,No,2002-02-08,
00-12239383,Angel,Nguyen,Female,North Carolina,Greensboro,2016-02-05,Sales,Sales Specialist,PhD,64827,Good,Yes,1975-10-16,
00-93146942,Jason,Hall,Male,Texas,San Antonio,2016-02-22,Finance,Financial Analyst,Master,65530,Satisfactory,No,1993-01-09,
00-13544441,Valerie,Thomas,Male,North Carolina,Greensboro,2018-05-07,HR,Recruiter,Bachelor,67192,Good,No,1972-11-24,
00-71687207,Tammie,Scott,Male,Georgia,Savannah,2016-12-06,IT,Software Developer,Bachelor,84786,Satisfactory,No,1987-08-17,
00-43852390,Connie,Baker,Male,North Carolina,Greensboro,2016-04-16,Sales,Sales Specialist,PhD,64363,Satisfactory,No,1988-02-21,
00-20620565,Cindy,Mitchell,Male,Georgia,Savannah,2015-03-07,Sales,Sales Specialist,Bachelor,61712,Good,No,2002-06-23,
00-46104726,Devin,Mitchell,Male,Georgia,Savannah,2018-08-20,Sales,Sales Specialist,Master,60521,Satisfactory,Yes,1984-08-29,
00-53020051,Misty,Rush,Male,Florida,Orlando,2017-01-03,Finance,Accountant,Bachelor,76660,Good,No,1996-12-17,
00-27643421,Vanessa,Ramsey,Male,Texas,Dallas,2017-12-06,IT,IT Support Specialist,High School,62632,Satisfactory,Yes,1982-07-23,
00-40167523,John,Ferrell,Female,North Carolina,Greensboro,2023-01-04,Customer Service,Help Desk Technician,Bachelor,53316,Satisfactory,No,1997-03-23,
00-82422743,Eric,Brown,Female,North Carolina,Raleigh,2022-06-10,Customer Service,Customer Service Representative,Bachelor,60296,Satisfactory,Yes,1974-02-07,
00-86291336,Nathan,Chen,Female,Georgia,Atlanta,2015-12-12,Operations,Logistics Coordinator,Bachelor,64067,Good,Yes,1991-11-28,
00-50711742,Christine,Frey,Male,North Carolina,Greensboro,2017-04-03,Operations,Logistics Coordinator,Bachelor,69154,Good,No,1978-07-15,
00-47042933,Cindy,Gomez,Female,North Carolina,Greensboro,2022-06-23,Sales,Sales Representative,Bachelor,71593,Good,Yes,1997-03-31,
00-73814661,Gerald,Travis,Female,Ohio,Columbus,2017-05-07,Operations,Inventory Specialist,Bachelor,57912,Good,Yes,1982-01-07,
00-44127881,Kristina,Anderson,Male,North Carolina,Raleigh,2019-12-06,Operations,Inventory Specialist,High School,64080,Good,Yes,1977-07-09,
00-80161511,Melissa,Torres,Female,Texas,Dallas,2021-01-15,IT,Software Developer,Master,102813,Satisfactory,Yes,1995-04-17,
00-82815675,Daniel,Williams,Male,North Carolina,Charlotte,2016-11-28,Sales,Sales Consultant,Bachelor,87602,Good,No,2001-05-29,
00-68450406,Nicholas,Smith,Female,North Carolina,Raleigh,2019-02-04,IT,System Administrator,Bachelor,89605,Needs Improvement,Yes,1979-01-27,
00-88621568,Chase,Young,Female,North Carolina,Charlotte,2017-07-16,Finance,Financial Analyst,Bachelor,64625,Good,No,1999-03-26,
00-49840790,Michael,Briggs,Male,North Carolina,Charlotte,2023-12-20,Operations,Inventory Specialist,Bachelor,64301,Needs Improvement,No,1997-10-27,
00-56385232,Willie,Brady,Male,North Carolina,Raleigh,2017-12-14,Operations,Logistics Coordinator,Bachelor,63558,Good,No,2000-08-08,
00-35663202,Theresa,Yang,Female,North Carolina,Greensboro,2023-02-24,Operations,Inventory Specialist,High School,55220,Good,No,1970-10-23,
00-99458264,Lori,Park,Male,Texas,San Antonio,2024-11-20,Customer Service,Help Desk Technician,High School,83093,Excellent,No,2000-02-06,
00-55740262,Amy,Martinez,Male,North Carolina,Charlotte,2020-06-19,Operations,Operations Manager,Bachelor,102604,Good,Yes,1986-07-09,
00-45391638,Colleen,Bean,Female,North Carolina,Raleigh,2020-02-21,Operations,Logistics Coordinator,Bachelor,67554,Satisfactory,No,1972-06-14,
00-65914232,Michael,Tyler,Female,North Carolina,Greensboro,2020-06-02,Operations,Inventory Specialist,Bachelor,60208,Good,No,2000-08-09,
00-59407067,Richard,Ross,Female,Georgia,Atlanta,2017-06-12,Operations,Inventory Specialist,High School,60855,Good,Yes,2002-05-15,
00-88074582,Joseph,Gutierrez,Male,North Carolina,Raleigh,2021-02-25,Customer Service,Help Desk Technician,Bachelor,62696,Good,No,1973-08-27,
00-16945154,Michelle,Phillips,Male,Georgia,Savannah,2022-08-14,Finance,Accountant,Bachelor,86454,Good,No,1977-06-02,
00-30825113,Darrell,Stephenson,Female,California,Los Angeles,2015-06-15,Customer Service,Support Specialist,High School,55638,Needs Improvement,No,1998-10-17,
00-46592536,Jason,Rose,Female,North Carolina,Charlotte,2021-07-22,Operations,Logistics Coordinator,Bachelor,66253,Needs Improvement,No,1977-12-21,
00-95888815,Alicia,Graham,Female,Louisiana,Baton Rouge,2023-08-01,Sales,Sales Specialist,PhD,79787,Good,No,1970-01-10,
00-57573679,Jennifer,Brown,Male,North Carolina,Charlotte,2020-10-13,Operations,Logistics Coordinator,Bachelor,65016,Good,No,1967-09-03,
00-69366775,Cory,Shaw,Female,Texas,Houston,2019-07-01,Operations,Logistics Coordinator,Bachelor,58695,Satisfactory,No,1993-10-29,
00-26342629,Daniel,Hill,Female,North Carolina,Charlotte,2016-02-12,Sales,Sales Specialist,Master,59958,Needs Improvement,No,1973-07-28,
00-24670938,Shannon,Long,Male,Georgia,Savannah,2017-01-06,HR,HR Assistant,High School,64155,Needs Improvement,No,1983-05-17,
00-30393563,Diane,Adams,Female,North Carolina,Raleigh,2022-11-16,Sales,Sales Representative,Bachelor,61209,Good,No,1969-10-20,
00-49402519,Helen,Clark,Female,North Carolina,Greensboro,2024-07-11,Sales,Sales Representative,Bachelor,58007,Good,No,1987-04-26,
00-54026675,Ashley,Chase,Male,Florida,Orlando,2024-12-13,Sales,Sales Consultant,Bachelor,99291,Satisfactory,No,1963-08-10,
00-61210442,Samantha,Curtis,Female,North Carolina,Greensboro,2017-04-20,Sales,Sales Representative,Bachelor,55905,Good,No,1982-05-07,
00-90402291,Jimmy,Buck,Male,North Carolina,Raleigh,2024-09-13,Marketing,Marketing Coordinator,Bachelor,78923,Satisfactory,Yes,1985-09-14,
00-38589099,Andrew,Farmer,Female,Georgia,Savannah,2024-01-26,Operations,Inventory Specialist,High School,62257,Good,No,1973-04-29,
00-82002220,Andrew,Nelson,Female,Texas,Dallas,2024-11-29,IT,Software Developer,Master,81279,Good,No,1991-02-21,
00-10278249,Jim,Graves,Female,California,Fresno,2017-06-02,Operations,Logistics Coordinator,Bachelor,55305,Excellent,No,2003-06-27,
00-53876600,Michelle,Taylor,Female,Texas,Dallas,2018-12-17,IT,System Administrator,Master,79879,Needs Improvement,No,1978-12-03,
00-86502029,Patricia,Barber,Male,North Carolina,Charlotte,2017-01-27,IT,Software Developer,Bachelor,114653,Needs Improvement,No,1980-05-14,
00-84510245,Alan,Osborn,Female,North Carolina,Raleigh,2024-10-24,Operations,Logistics Coordinator,Bachelor,58620,Good,No,1992-12-24,
00-50550121,Melanie,Jackson,Male,North Carolina,Raleigh,2022-01-26,Marketing,SEO Specialist,High School,72646,Needs Improvement,No,1988-09-20,
00-17887265,Jeremy,Greene,Female,Georgia,Atlanta,2024-07-01,IT,IT Support Specialist,High School,61444,Good,No,1984-10-04,
00-59290534,Kenneth,Duffy,Female,Ohio,Cincinnati,2015-05-17,Operations,Logistics Coordinator,Bachelor,54735,Good,No,2003-03-06,
00-64885133,Christopher,Wright,Male,North Carolina,Greensboro,2020-10-29,IT,Software Developer,Bachelor,98838,Good,No,1975-03-07,
00-85445294,Kelly,Phillips,Female,North Carolina,Raleigh,2024-01-04,Operations,Operations Analyst,Bachelor,66892,Satisfactory,No,1991-09-06,
00-46843982,Barbara,Gibson,Male,North Carolina,Charlotte,2020-06-13,Marketing,Marketing Coordinator,Bachelor,68445,Excellent,Yes,1991-01-05,
00-46889166,Ryan,Hall,Male,North Carolina,Charlotte,2019-05-17,Operations,Logistics Coordinator,Bachelor,65906,Satisfactory,No,1981-05-09,
00-64826044,Laura,Barnes,Female,Georgia,Savannah,2018-12-24,Operations,Logistics Coordinator,Bachelor,62453,Excellent,Yes,1983-09-27,
00-62111114,Steven,Davis,Female,Georgia,Athens,2015-01-19,Finance,Financial Analyst,PhD,110012,Good,No,1976-03-06,
00-88538476,Rebecca,Wagner,Female,North Carolina,Charlotte,2023-04-05,IT,IT Support Specialist,Bachelor,57077,Good,Yes,2002-07-11,
00-83217787,Rebecca,Boyer,Male,Florida,Miami,2023-12-22,Operations,Logistics Coordinator,Bachelor,60762,Good,No,1976-01-25,
00-29689417,Richard,Fischer,Female,Georgia,Atlanta,2017-08-17,Sales,Sales Specialist,Bachelor,58787,Satisfactory,Yes,1987-11-15,
00-76231737,Noah,Young,Female,Georgia,Savannah,2015-12-07,Operations,Inventory Specialist,Bachelor,65720,Needs Improvement,No,1988-01-03,
00-91108889,James,Cannon,Female,Georgia,Savannah,2015-08-15,Sales,Sales Representative,Bachelor,55181,Good,Yes,1969-10-23,
00-45912356,Kimberly,Zavala,Male,North Carolina,Greensboro,2016-05-03,Sales,Sales Representative,Bachelor,66677,Excellent,No,1987-01-02,
00-13967933,Hunter,Owens,Male,Florida,Orlando,2016-08-01,Operations,Inventory Specialist,Bachelor,69974,Excellent,Yes,1995-08-06,
00-61035867,Jonathan,Vargas,Male,North Carolina,Raleigh,2020-11-06,IT,Software Developer,Master,103774,Good,Yes,1970-01-13,
00-67278825,Timothy,Elliott,Female,North Carolina,Charlotte,2023-11-05,Operations,Logistics Coordinator,Bachelor,52801,Good,Yes,2000-07-08,
00-14325474,Timothy,Herrera,Female,Georgia,Athens,2015-05-14,Marketing,Content Creator,High School,64311,Needs Improvement,Yes,1977-02-03,
00-40858164,Bryan,Taylor,Female,North Carolina,Greensboro,2015-02-10,Sales,Sales Consultant,Bachelor,78128,Needs Improvement,No,1995-03-30,
00-39249907,Julie,Castaneda,Female,North Carolina,Raleigh,2019-06-10,Operations,Inventory Specialist,Bachelor,61928,Satisfactory,Yes,1983-05-28,
00-14790152,Sabrina,Hansen,Female,California,Los Angeles,2024-02-22,Sales,Sales Specialist,Master,58790,Good,Yes,1971-04-08,
00-88251593,Jerry,Lopez,Female,North Carolina,Greensboro,2019-06-10,IT,IT Support Specialist,High School,59340,Good,No,1986-11-06,
00-20544274,Donald,Garcia,Male,North Carolina,Greensboro,2019-11-13,IT,System Administrator,Master,88441,Good,Yes,1992-06-07,
00-36883135,Amber,Taylor,Male,North Carolina,Raleigh,2019-11-18,Sales,Sales Specialist,PhD,57307,Good,No,1962-11-12,
00-86188699,Lisa,Massey,Female,North Carolina,Raleigh,2018-10-07,HR,Recruiter,Bachelor,72673,Good,No,1987-04-24,
00-22507702,Ashley,Haley,Female,North Carolina,Charlotte,2018-09-13,Operations,Logistics Coordinator,Bachelor,59178,Good,Yes,1968-06-10,
00-17868603,Marvin,Sullivan,Female,North Carolina,Greensboro,2016-05-03,Sales,Sales Representative,Bachelor,58030,Excellent,No,1975-02-17,
00-48470017,Brooke,Little,Female,North Carolina,Raleigh,2020-08-12,Sales,Sales Representative,Bachelor,65063,Satisfactory,No,1995-05-27,
00-70166578,Steven,Buchanan,Female,North Carolina,Greensboro,2017-04-20,HR,Recruiter,High School,56800,Satisfactory,Yes,1966-09-09,
00-85502094,Randy,Garcia,Male,Louisiana,Baton Rouge,2016-09-02,IT,Software Developer,Bachelor,109955,Good,No,1972-06-02,
00-74688019,Stephen,Hernandez,Male,North Carolina,Charlotte,2017-11-28,IT,Software Developer,Bachelor,110986,Good,Yes,1982-04-22,
00-85855559,Wayne,Richard,Female,North Carolina,Raleigh,2020-12-05,Operations,Operations Analyst,Master,63741,Good,No,1991-06-07,
00-39734088,Jose,Carter,Male,Florida,Tampa,2018-10-22,Finance,Accountant,Bachelor,80498,Good,No,1964-04-06,
00-78420219,John,Wright,Female,North Carolina,Raleigh,2023-11-21,Sales,Sales Specialist,PhD,70143,Good,Yes,1972-08-19,
00-82777262,Christopher,Moore,Female,Georgia,Atlanta,2017-03-27,Marketing,SEO Specialist,High School,74910,Satisfactory,No,1981-11-08,
00-87617326,Jeremiah,West,Male,North Carolina,Greensboro,2022-06-18,Marketing,SEO Specialist,High School,61066,Good,Yes,1975-05-19,
00-73078968,Jack,Mckinney,Female,North Carolina,Greensboro,2017-11-20,Marketing,Marketing Coordinator,Bachelor,61645,Good,No,1967-01-15,
00-67483643,Mitchell,Smith,Female,Florida,Miami,2020-07-20,Operations,Inventory Specialist,High School,60385,Excellent,Yes,2002-11-25,
00-94304638,Maria,Jacobson,Female,North Carolina,Raleigh,2016-10-04,Customer Service,Support Specialist,High School,56216,Good,No,2004-01-02,
00-94397531,Tammy,Miller,Female,California,Fresno,2017-01-14,Sales,Sales Representative,Bachelor,68072,Good,No,2001-12-25,
00-98737973,Carla,Larson,Male,North Carolina,Raleigh,2017-05-10,Sales,Sales Representative,Bachelor,61608,Good,Yes,1990-10-24,
00-17084637,Michael,Valdez,Female,Georgia,Atlanta,2020-02-18,Marketing,Content Creator,Bachelor,64975,Good,No,1984-01-31,
00-57031136,Maria,Lara,Female,North Carolina,Greensboro,2017-07-09,Customer Service,Support Specialist,High School,60049,Good,Yes,1987-05-03,
00-33400000,Gary,Welch,Male,California,San Francisco,2020-02-19,IT,Software Developer,Bachelor,94325,Good,Yes,2002-01-16,
00-79465637,Michael,Fields,Female,Georgia,Savannah,2019-08-25,Operations,Logistics Coordinator,Bachelor,56171,Good,No,1980-09-12,
00-68025932,Randy,Wallace,Female,North Carolina,Greensboro,2020-09-16,Operations,Inventory Specialist,High School,56881,Good,No,1977-12-30,
00-26428371,Tyler,Johnson,Male,North Carolina,Greensboro,2015-03-11,IT,IT Support Specialist,High School,66111,Needs Improvement,No,1985-11-11,
00-90406106,Jeff,Ellis,Female,North Carolina,Raleigh,2023-01-17,Operations,Inventory Specialist,Bachelor,54433,Good,No,1998-07-31,
00-26017596,Rebekah,Ochoa,Male,Georgia,Atlanta,2020-12-09,IT,Software Developer,Bachelor,86654,Good,Yes,1979-06-11,
00-40514716,Linda,Duran,Female,North Carolina,Charlotte,2016-07-18,IT,System Administrator,Master,68771,Good,Yes,1998-04-11,
00-43936499,Sarah,Wilson,Female,North Carolina,Raleigh,2016-04-25,Marketing,Content Creator,Bachelor,63291,Good,Yes,1987-09-10,
00-31596660,Erica,Freeman,Male,Louisiana,Shreveport,2023-08-31,Sales,Sales Representative,Bachelor,82093,Satisfactory,No,1972-03-25,
00-46713175,Veronica,Preston,Male,North Carolina,Charlotte,2020-06-22,IT,System Administrator,Master,95948,Good,No,1981-07-26,
00-94993899,David,Cohen,Female,North Carolina,Charlotte,2016-12-23,Marketing,Content Creator,High School,56294,Good,Yes,1995-08-12,
00-37440633,Samantha,Dixon,Male,North Carolina,Greensboro,2019-05-02,IT,IT Support Specialist,High School,60581,Good,Yes,1979-11-10,
00-44055958,Robert,Lopez,Male,Texas,San Antonio,2017-09-14,Customer Service,Help Desk Technician,Bachelor,95355,Good,No,1987-01-12,
00-41115633,Lauren,Allen,Female,North Carolina,Greensboro,2016-01-29,Customer Service,Help Desk Technician,Bachelor,84242,Satisfactory,Yes,1966-12-15,
00-36279189,Randy,Young,Male,Texas,San Antonio,2021-05-27,Customer Service,Support Specialist,High School,55646,Excellent,Yes,1984-06-24,
00-86250839,Melissa,Nelson,Female,North Carolina,Raleigh,2023-07-22,Operations,Logistics Coordinator,Bachelor,65626,Satisfactory,No,1984-01-03,
00-41516213,Joseph,Jensen,Female,New York,Rochester,2017-02-07,Finance,Accountant,Bachelor,80473,Good,No,1986-03-06,
00-63310667,Roy,Clark,Female,Texas,Dallas,2024-12-17,Customer Service,Support Specialist,High School,64790,Good,Yes,1980-12-19,
00-58233925,Mary,Schmidt,Male,North Carolina,Greensboro,2022-10-15,HR,HR Coordinator,Master,60093,Satisfactory,No,1996-02-22,
00-32435286,Cynthia,Mitchell,Male,North Carolina,Charlotte,2015-07-14,Operations,Logistics Coordinator,Bachelor,64285,Good,Yes,1996-03-16,
00-37423291,Heather,Jones,Male,North Carolina,Greensboro,2023-08-12,IT,Software Developer,Master,92356,Good,No,1981-02-04,
00-17215959,Jacob,Brown,Female,North Carolina,Charlotte,2017-06-22,Marketing,Content Creator,High School,63940,Good,No,1987-12-14,
00-40706290,Charles,Garcia,Female,North Carolina,Greensboro,2018-09-08,Operations,Inventory Specialist,High School,56702,Good,Yes,1962-09-28,
00-12833712,Amanda,Schultz,Male,North Carolina,Charlotte,2020-10-20,Customer Service,Help Desk Technician,Bachelor,89129,Good,No,1985-04-23,
00-42453209,Michael,Le,Female,Georgia,Atlanta,2017-08-12,Sales,Sales Specialist,Master,62827,Satisfactory,No,1975-12-22,
00-42718601,Melissa,Pena,Male,North Carolina,Greensboro,2023-10-27,Operations,Operations Analyst,Master,57214,Satisfactory,Yes,1996-03-31,
00-48723456,Kayla,Winters,Male,Ohio,Columbus,2019-04-08,Operations,Logistics Coordinator,Bachelor,61223,Good,No,1979-11-17,
00-85064490,Jose,Cook,Male,North Carolina,Raleigh,2017-06-05,Sales,Sales Specialist,Master,54626,Good,No,1984-09-18,
00-80390650,Cynthia,Elliott,Female,Texas,San Antonio,2017-03-10,Customer Service,Help Desk Technician,Bachelor,80180,Good,No,1985-06-09,
00-87779123,Tiffany,Hardin,Male,North Carolina,Raleigh,2018-11-27,Operations,Logistics Coordinator,Bachelor,67185,Good,No,1984-05-03,
00-53954926,Amber,Miller,Male,North Carolina,Greensboro,2019-09-02,IT,IT Support Specialist,High School,61941,Good,No,1982-10-16,
00-39130969,Terri,Barnes,Male,North Carolina,Raleigh,2015-06-27,Operations,Logistics Coordinator,Bachelor,68264,Good,No,1986-04-21,
00-15714352,Amy,Clayton,Male,Florida,Tampa,2019-06-23,IT,Software Developer,Master,100452,Good,No,1980-11-29,
00-77652157,Allison,Ellis,Male,New York,Buffalo,2024-05-07,Operations,Logistics Coordinator,Bachelor,65646,Good,No,1982-08-01,
00-77381414,Michele,Bradley,Female,North Carolina,Charlotte,2024-09-05,Customer Service,Support Specialist,Bachelor,65296,Satisfactory,Yes,1968-02-12,
00-77963002,Brandon,Rubio,Male,North Carolina,Raleigh,2022-09-22,IT,IT Support Specialist,Bachelor,68467,Good,No,1988-01-31,
00-25585740,Christian,Rice,Female,Georgia,Savannah,2024-05-09,Customer Service,Help Desk Technician,High School,77347,Satisfactory,Yes,1981-09-29,
00-22926291,Jennifer,Vasquez,Male,California,Los Angeles,2015-02-27,Operations,Logistics Coordinator,Bachelor,67806,Satisfactory,No,1997-12-02,
00-69650889,Kimberly,Trujillo,Male,Texas,Dallas,2019-04-05,Operations,Inventory Specialist,High School,64274,Good,Yes,1999-08-25,
00-39744173,Aaron,Williams,Female,Texas,Dallas,2017-03-15,Operations,Logistics Coordinator,Bachelor,61450,Satisfactory,Yes,2000-01-28,
00-69047932,Richard,Thompson,Female,Georgia,Athens,2019-02-03,Marketing,Marketing Coordinator,Bachelor,66684,Needs Improvement,Yes,1980-12-19,
00-60090134,Katie,Sutton,Male,Ohio,Columbus,2018-10-18,Customer Service,Help Desk Technician,High School,66859,Good,Yes,1960-02-29,
00-98496732,Kevin,Williams,Female,Florida,Tampa,2020-02-11,Customer Service,Customer Service Representative,High School,57047,Good,No,1997-02-21,
00-75832875,Marie,Hammond,Male,Texas,Dallas,2018-03-14,IT,System Administrator,Master,73173,Satisfactory,No,1987-03-06,
00-52173847,Nathaniel,Torres,Female,Ohio,Columbus,2017-03-16,Operations,Logistics Coordinator,Bachelor,60785,Good,Yes,1975-05-02,
